Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
fernando-pacheco-flores,14,16,10,28,13,13,20,20,29,15,48,42,62,75,53,53,73,43,75.0,15,29,26,14,53,23,62,18,16,13,76,74,70,77,79,Goal Keeper
romain-saiss,54,52,77,77,47,62,65,54,78,71,57,64,61,78,60,67,82,73,78.0,58,86,78,53,71,47,76,77,77,76,10,16,6,11,7,Midfielder/Defender
anastasios-bakasetas,76,74,67,78,74,76,79,79,75,79,67,74,73,75,68,86,69,75,76.0,81,71,55,78,77,70,76,56,56,49,12,12,13,8,14,Forward
willian-souza-arao-da-silva,50,56,74,75,37,69,49,48,77,72,74,72,65,75,57,75,73,83,75.0,70,86,77,73,70,56,73,76,78,73,16,16,15,10,13,Midfielder/Defender
yussuf-poulsen,68,76,86,73,76,77,70,42,53,75,79,78,69,82,54,73,83,86,79.0,58,83,54,81,71,58,72,53,59,34,6,11,15,14,8,Forward
jesse-lingard,70,74,63,77,76,80,79,64,62,78,77,74,78,78,84,76,65,72,58.0,79,71,51,80,78,70,76,63,57,49,14,10,8,13,9,Forward
jordan-ferri,68,60,53,81,56,72,71,55,79,76,59,55,69,77,83,77,64,78,69.0,69,86,75,70,79,54,75,71,72,67,7,11,11,15,15,Midfielder/Defender
marko-livaja,69,77,73,76,73,80,68,73,53,81,82,75,65,75,80,85,78,71,86.0,68,88,27,74,77,86,83,39,39,20,15,9,12,15,12,Forward
pietro-terracciano,13,11,15,27,16,15,12,12,21,22,40,42,41,68,45,54,55,33,60.0,11,19,16,12,42,22,63,20,11,19,77,73,72,78,80,Goal Keeper
zouhair-feddal,57,40,79,73,49,58,36,38,71,68,51,68,47,71,34,67,74,65,80.0,56,84,76,52,47,48,68,77,79,78,13,14,12,10,8,Midfielder/Defender
alberto-moreno-perez,78,65,61,77,45,76,67,55,68,78,78,84,80,75,83,80,86,75,59.0,74,81,70,75,66,54,68,66,75,76,10,14,9,10,11,Midfielder/Defender
milan-borjan,15,15,24,38,19,28,16,16,48,23,47,40,40,73,46,56,68,40,79.0,12,44,24,14,57,34,60,21,23,21,78,74,75,74,78,Goal Keeper
karim-rekik,40,33,78,75,35,57,35,35,68,69,58,69,64,76,61,60,77,64,78.0,31,83,75,41,59,41,71,74,77,80,9,9,14,14,9,Midfielder/Defender
michy-batshuayi,65,76,75,64,77,76,67,54,39,77,75,78,75,77,71,86,84,65,82.0,73,69,29,78,64,68,79,37,31,22,9,10,16,7,15,Forward
koray-gunter,49,41,72,73,38,58,45,41,72,64,67,66,65,76,70,63,77,60,77.0,45,76,80,39,62,50,66,80,79,79,13,10,10,9,10,Midfielder/Defender
damian-suarez,78,64,70,73,59,72,74,70,72,74,70,69,70,73,71,83,79,76,69.0,71,89,76,63,62,67,74,75,76,77,16,9,9,15,7,Midfielder/Defender
pavel-kaderabek,82,34,78,74,57,71,57,52,68,75,77,72,66,80,67,66,81,82,76.0,41,78,70,72,72,54,76,72,71,75,10,11,14,13,7,Midfielder/Defender
andre-carrillo,75,72,72,72,78,84,79,55,77,81,82,86,81,72,62,77,73,67,75.0,74,53,38,76,73,68,76,47,39,44,11,14,13,12,7,Forward
igor-caique-coronado,75,76,52,72,69,81,76,77,77,82,91,72,91,70,88,73,73,72,57.0,77,53,57,70,76,76,76,43,50,48,12,7,12,10,7,Forward
diego-demme,70,39,57,78,48,72,65,62,76,78,60,52,75,73,87,62,79,84,63.0,41,77,77,65,74,58,73,76,74,72,14,10,14,12,9,Midfielder/Defender
matt-doherty,79,64,74,78,46,73,64,45,71,77,69,67,67,76,67,76,82,77,72.0,63,76,73,75,70,48,72,72,77,75,15,8,12,11,9,Midfielder/Defender
mauro-icardi,47,78,79,75,77,71,70,52,54,75,62,62,61,76,71,80,88,62,72.0,70,58,24,84,72,79,78,40,27,20,13,9,5,7,9,Forward
cristian-tello-herrera,74,71,47,76,71,77,80,78,72,75,87,90,79,71,81,79,71,71,60.0,69,48,39,75,70,58,71,55,49,42,15,12,9,7,13,Midfielder/Defender
jose-gomez-campana,78,70,64,80,66,78,85,78,79,79,68,62,73,74,78,76,60,80,70.0,71,63,70,73,82,69,81,71,70,61,8,11,6,7,10,Midfielder/Defender
lucas-perez-martinez,74,78,67,79,79,78,82,80,69,78,77,80,71,80,68,81,65,59,67.0,80,67,38,81,79,82,76,25,20,24,14,8,8,10,10,Forward
alex-oxlade-chamberlain,78,70,39,78,60,82,73,60,74,81,79,80,76,77,87,83,69,73,70.0,78,77,73,78,77,69,77,68,72,68,16,9,6,9,9,Midfielder/Defender
fredrik-midtsjo,71,58,58,79,60,76,66,55,78,77,75,76,74,81,82,73,65,88,75.0,66,78,75,66,77,51,79,75,72,67,8,12,11,13,13,Midfielder/Defender
jonas-svensson,71,55,61,73,61,73,73,54,67,74,79,83,77,78,93,75,75,91,77.0,58,82,74,69,71,48,75,73,74,72,15,12,7,10,16,Midfielder/Defender
rodrigo-moreno-machado,77,76,76,77,75,79,83,67,65,78,77,77,77,78,74,84,76,75,67.0,76,64,33,78,78,77,78,46,43,38,7,13,10,11,5,Forward
florian-lejeune,51,50,75,77,42,62,57,70,70,70,48,55,52,77,52,75,78,48,80.0,66,80,80,46,46,43,77,79,76,73,11,15,15,12,7,Midfielder/Defender
rafal-gikiewicz,18,13,39,24,15,18,19,12,20,19,27,29,38,77,40,48,66,20,68.0,13,22,12,12,48,19,31,13,14,13,79,72,64,76,81,Goal Keeper
hugo-mallo-novegil,78,28,67,72,28,62,65,38,61,70,60,67,73,80,63,67,79,81,68.0,39,76,78,46,64,23,70,69,79,78,14,9,7,9,15,Midfielder/Defender
roberto-soriano,77,72,67,79,73,80,78,56,77,80,67,69,79,73,77,77,63,82,67.0,75,71,68,73,82,62,75,67,66,65,15,10,9,14,13,Forward
aitor-fernandez,30,12,20,38,15,22,34,14,35,14,58,53,54,76,48,50,74,42,48.0,12,15,24,15,48,24,55,14,13,12,78,74,66,76,80,Goal Keeper
christopher-trimmel,87,61,72,70,57,69,73,63,72,69,64,79,61,73,53,75,59,82,82.0,65,78,76,66,67,60,70,74,75,69,16,8,6,8,15,Midfielder/Defender
luis-miguel-rodriguez,75,78,68,75,82,84,87,79,70,83,71,64,78,81,85,81,69,72,68.0,78,73,40,81,82,81,86,32,48,42,7,7,14,10,13,Forward
mario-gaspar-perez-martinez,77,68,70,76,74,73,71,54,69,74,69,74,66,73,55,78,72,72,75.0,68,80,75,63,62,50,69,76,78,79,9,12,8,9,15,Midfielder/Defender
mats-rits,67,75,60,78,63,74,68,67,75,77,75,74,69,75,76,76,69,85,71.0,68,79,77,76,76,57,74,76,74,70,7,16,13,15,10,Midfielder/Defender
stephan-el-shaarawy,75,73,65,75,83,77,85,68,66,77,86,86,91,73,80,73,69,63,63.0,76,51,36,75,78,69,75,59,37,35,5,3,5,5,3,Forward
pascal-gross,84,72,53,81,65,75,85,77,79,78,55,45,66,79,67,76,71,83,68.0,80,67,58,76,81,72,82,56,60,59,8,15,15,16,11,Midfielder/Defender
asier-illarramendi,68,68,51,78,58,76,76,68,77,78,52,34,68,79,70,69,62,66,65.0,76,73,80,75,81,53,78,78,76,75,15,7,11,14,12,Midfielder/Defender
fidel-chaves-de-la-torre,78,75,46,79,58,76,70,73,74,74,71,72,78,78,72,72,75,70,60.0,66,65,49,76,78,79,68,55,58,60,14,14,10,9,12,Midfielder/Defender
jonjo-shelvey,75,62,67,83,66,73,69,73,86,77,43,38,55,73,63,85,62,72,71.0,79,83,62,65,82,71,80,60,63,60,14,11,15,8,16,Midfielder/Defender
francesco-caputo,50,82,74,70,80,76,58,54,58,77,77,77,85,79,79,76,84,69,69.0,70,50,14,82,65,78,72,40,20,15,14,7,10,11,11,Forward
gustavo-bou,69,77,71,70,70,76,66,71,64,76,75,76,74,75,77,88,82,76,75.0,80,52,39,78,73,72,76,24,29,24,6,6,15,16,7,Forward
matias-suarez,72,75,74,73,74,84,82,67,74,83,80,71,80,80,81,78,73,60,71.0,78,76,45,80,82,68,85,45,43,37,9,16,11,13,8,Forward
cheikhou-kouyate,53,63,72,72,50,68,39,47,66,73,53,65,60,79,54,74,75,79,85.0,63,85,77,69,68,52,72,77,79,74,15,8,9,12,9,Midfielder/Defender
cristhian-stuani,68,80,82,72,73,70,66,57,65,72,66,68,64,74,60,82,92,79,88.0,75,77,36,77,69,90,76,45,49,42,16,14,9,16,8,Forward
odion-ighalo,66,79,81,70,76,71,64,55,55,76,67,71,65,76,72,81,76,86,85.0,73,74,32,79,65,73,74,37,45,41,9,11,13,16,8,Forward
mesut-ozil,82,70,51,85,77,78,84,75,80,80,70,68,75,65,74,68,33,40,43.0,66,44,14,77,82,79,85,16,16,19,6,14,10,6,14,Forward
kevin-gameiro,69,79,68,76,77,73,74,70,69,77,77,79,77,77,71,77,83,67,64.0,73,66,38,78,74,81,76,44,33,39,6,10,8,8,6,Forward
andres-guardado,74,64,55,83,69,78,78,80,79,80,65,58,79,75,87,73,71,79,59.0,73,73,73,69,79,70,76,72,74,75,7,10,10,11,10,Midfielder/Defender
salvatore-sirigu,13,10,11,23,12,15,11,11,28,18,46,46,52,74,55,55,68,34,66.0,14,34,20,10,55,19,62,14,11,13,75,73,73,79,75,Goal Keeper
remko-pasveer,15,12,16,39,18,18,18,14,52,37,46,38,42,67,36,62,65,35,70.0,16,30,13,15,61,28,63,14,18,20,75,76,82,78,77,Goal Keeper
alvaro-negredo-sanchez,43,79,82,73,79,69,63,69,64,72,54,53,65,75,64,84,80,55,85.0,79,77,28,78,67,77,70,33,31,30,11,6,11,7,13,Forward
luis-carlos-almeida-da-cunha,80,70,64,78,75,81,86,80,72,81,73,66,80,72,79,83,32,61,69.0,80,72,31,79,81,67,80,53,22,20,5,10,13,6,6,Midfielder/Defender
james-milner,82,62,65,80,76,76,81,75,78,79,54,51,62,83,72,82,62,76,70.0,70,86,78,71,77,89,80,77,79,78,12,9,10,8,6,Midfielder/Defender
burak-yilmaz,65,81,74,70,75,69,74,80,58,72,73,75,69,78,42,88,68,55,81.0,78,82,33,79,70,83,80,29,29,26,14,15,11,8,12,Forward
jose-manuel-reina-paez,11,14,13,37,11,10,11,11,39,23,43,49,50,72,60,59,71,34,70.0,15,32,22,13,65,24,64,20,22,24,75,77,79,79,76,Goal Keeper
joe-reynolds,34,28,79,66,23,54,38,30,59,66,66,62,54,76,51,44,67,63,84.0,26,79,77,32,39,40,77,76,77,78,15,14,9,10,7,Midfielder/Defender
emmanuel-winchester,57,23,76,73,26,31,44,41,65,65,61,78,54,74,52,42,79,66,83.0,26,77,72,24,47,46,61,75,77,74,6,11,9,13,8,Midfielder/Defender
thierry-zoreaux,21,11,16,41,7,14,28,19,39,29,34,41,44,73,38,54,62,40,74.0,12,36,17,12,51,17,59,16,11,13,76,77,72,71,80,Goal Keeper
soufiane-rahimi,71,75,62,73,73,77,68,66,62,72,87,84,75,67,76,70,65,81,62.0,73,50,41,74,73,67,70,35,34,30,8,9,5,8,14,Midfielder/Defender
vanderson-de-oliveira-campos,77,63,68,76,61,76,69,72,67,75,79,78,76,74,74,62,56,75,67.0,59,71,70,72,74,49,72,71,74,72,8,8,6,6,7,Midfielder/Defender
castello-lukeba,59,41,73,76,42,69,54,26,72,71,71,75,69,76,64,55,75,72,75.0,38,72,76,44,67,39,76,76,79,76,8,10,14,11,13,Midfielder/Defender
alan-varela,61,54,57,80,60,68,80,43,74,75,71,70,71,75,75,69,62,82,74.0,61,65,76,63,73,60,79,75,72,70,8,11,14,5,13,Midfielder/Defender
destiny-udogie,76,64,64,74,58,76,59,51,64,78,86,89,80,70,70,71,62,79,75.0,59,68,68,69,60,46,64,66,73,65,8,14,11,10,14,Midfielder/Defender
joao-victor-da-silva-marcelino,40,51,79,64,43,53,42,40,60,58,71,84,62,70,52,55,82,73,78.0,48,78,72,38,42,49,65,79,78,76,12,5,8,11,12,Midfielder/Defender
ivan-ilic,71,68,58,80,61,79,72,63,79,81,77,75,73,71,70,80,68,73,70.0,76,71,70,68,78,59,71,69,71,67,10,10,8,11,14,Midfielder/Defender
kristijan-jakic,53,52,69,73,60,65,41,45,75,75,76,55,64,72,75,79,65,86,81.0,70,86,73,57,66,49,70,71,76,72,10,10,5,9,10,Midfielder/Defender
jan-kuchta,59,78,77,69,76,70,63,60,59,73,79,79,75,75,76,75,78,77,81.0,69,88,31,81,68,61,71,27,35,28,10,6,13,9,10,Forward
hugo-ekitike,51,80,73,68,61,78,58,48,53,76,74,74,68,76,67,76,74,68,72.0,69,61,18,78,63,63,73,24,17,16,8,8,7,10,12,Forward
arthur-theate,53,23,71,63,24,50,33,37,57,63,67,76,55,74,53,70,70,68,84.0,58,80,76,23,50,32,68,77,78,76,7,6,12,11,10,Midfielder/Defender
anton-stach,70,58,77,77,54,72,71,64,73,76,69,78,60,76,44,84,66,79,81.0,78,73,86,74,76,51,68,66,77,66,7,14,8,7,11,Midfielder/Defender
goncalo-matias-ramos,60,77,75,71,70,73,60,45,65,76,78,77,78,77,76,79,84,85,78.0,67,80,34,80,63,57,74,38,41,21,15,9,7,7,15,Forward
adrien-truffert,77,52,59,72,54,75,66,53,70,74,74,77,71,71,75,63,71,79,65.0,51,67,72,71,66,54,68,71,77,76,6,6,6,6,8,Midfielder/Defender
josip-sutalo,43,24,73,73,26,67,29,22,71,74,79,77,62,78,51,41,80,76,82.0,26,70,74,34,53,39,81,79,78,77,8,15,7,11,14,Midfielder/Defender
nicolo-rovella,67,52,52,79,66,75,73,71,75,77,69,77,77,72,77,66,67,87,53.0,75,74,72,68,76,60,74,72,75,72,9,12,11,9,10,Midfielder/Defender
patrick-wimmer,69,65,44,75,48,80,54,50,63,74,85,85,82,74,76,75,75,83,72.0,65,60,46,75,71,52,68,53,46,45,12,13,9,14,13,Midfielder/Defender
lukas-provod,78,70,67,77,72,77,75,72,76,77,73,76,72,76,77,82,65,80,83.0,76,78,68,74,77,69,78,67,66,65,14,5,10,7,15,Midfielder/Defender
arnaud-kalimuendo,51,77,72,65,75,76,67,55,48,77,83,80,75,75,85,76,57,58,72.0,73,64,23,78,63,66,76,32,21,17,9,12,9,14,8,Forward
wilfried-singo,78,55,80,74,50,78,67,40,63,72,78,80,79,70,60,72,75,78,76.0,51,64,68,66,55,46,58,69,74,72,11,6,7,13,7,Midfielder/Defender
tommaso-pobega,72,77,77,77,69,75,64,62,71,78,75,77,75,79,83,79,74,84,78.0,78,75,72,80,68,60,71,73,76,75,6,10,15,13,6,Midfielder/Defender
zaidu-sanusi,69,29,59,64,32,60,47,29,60,63,92,93,74,71,69,56,91,80,68.0,29,68,77,65,34,42,65,78,73,71,13,9,7,9,9,Midfielder/Defender
shon-weissman,58,81,79,70,80,65,63,53,60,72,74,75,69,74,79,78,79,74,74.0,72,65,28,82,68,79,78,43,30,25,7,10,7,10,9,Forward
kodjo-fo-doh-laba,65,79,80,66,76,67,65,45,58,69,77,79,76,76,65,75,92,84,81.0,67,70,19,79,63,78,72,21,15,21,10,6,10,12,13,Forward
lukas-kalvach,68,59,69,76,59,72,69,73,76,73,66,63,72,76,78,70,73,82,76.0,70,77,74,66,74,61,78,74,73,72,5,5,14,6,11,Midfielder/Defender
daniel-vivian-moreno,44,48,75,70,46,52,28,22,68,65,67,72,64,78,69,48,83,74,77.0,25,78,77,30,46,67,69,78,78,75,9,8,12,10,8,Midfielder/Defender
thierry-rendall-correia,74,43,58,72,52,76,74,42,62,73,88,92,76,78,72,55,74,72,69.0,54,68,69,65,64,46,72,69,74,72,10,15,6,6,7,Midfielder/Defender
michael-olise,75,70,36,76,58,80,76,68,74,79,82,78,91,73,87,74,51,68,41.0,68,66,48,69,78,67,72,52,56,46,9,11,9,10,10,Forward
petr-sevcik,74,67,70,79,73,76,70,66,77,78,76,73,84,72,85,75,73,84,67.0,76,74,71,68,79,68,76,69,68,67,12,9,9,11,13,Midfielder/Defender
manor-solomon,72,72,38,78,46,83,75,72,71,74,82,79,84,66,82,75,55,66,64.0,71,30,35,74,73,58,78,50,47,35,12,11,9,13,10,Midfielder/Defender
adam-hlozek,69,75,73,75,73,77,68,64,68,79,79,78,69,76,78,78,70,76,84.0,76,70,23,77,78,66,78,23,32,23,11,10,9,11,10,Forward
riccardo-sottil,69,66,42,74,56,79,60,45,62,79,88,87,77,72,75,68,45,55,52.0,64,50,30,75,72,69,68,32,35,39,12,13,6,5,14,Forward
enzo-le-fee,68,49,45,83,51,78,68,71,80,82,58,62,68,73,89,56,62,64,39.0,56,50,63,76,79,58,77,57,65,60,8,11,14,13,10,Midfielder/Defender
oscar-gil-regano,72,43,55,73,44,75,67,40,69,74,80,78,76,74,79,63,66,83,65.0,43,76,72,63,63,45,68,74,74,74,14,14,11,8,11,Midfielder/Defender
jesper-lindstrom,62,74,44,73,58,81,62,57,67,78,88,87,83,70,82,74,52,75,55.0,71,70,40,74,75,50,72,46,57,49,11,12,14,13,8,Forward
thiago-almada,64,71,39,74,73,82,83,65,68,79,90,81,92,72,93,75,56,74,55.0,72,64,58,68,72,77,81,47,57,53,12,8,9,8,10,Forward
luis-javier-suarez,69,80,66,67,71,77,70,60,62,70,84,85,78,76,75,81,61,80,76.0,71,78,44,79,66,69,63,26,48,28,6,8,13,11,6,Forward
francisco-mota-castro-trincao,68,68,66,70,66,82,83,56,66,80,79,77,83,77,65,73,63,69,56.0,73,53,35,74,74,67,83,37,36,34,5,9,6,15,7,Forward
oihan-sancet-tirapu,57,76,71,78,69,78,60,53,70,80,75,72,78,78,57,79,57,75,76.0,74,56,70,77,79,66,79,45,68,60,15,11,6,15,7,Forward
carlos-vinicius-alves-morais,51,78,70,71,73,73,65,48,47,77,66,75,66,75,44,83,52,69,83.0,68,81,41,77,65,71,80,44,33,25,15,13,13,7,6,Forward
vitaliy-mykolenko,76,44,66,72,46,54,60,32,55,66,75,77,69,73,67,47,66,77,57.0,53,59,72,41,52,35,59,76,76,77,9,8,14,9,14,Midfielder/Defender
vitaliy-buyalskyi,64,69,38,77,52,80,64,65,73,73,70,79,86,80,88,66,54,80,47.0,73,47,74,74,75,68,73,69,75,73,14,11,10,11,5,Midfielder/Defender
jonathan-burkardt,62,78,66,74,71,82,60,44,60,77,82,86,76,76,76,76,75,79,75.0,68,71,40,77,71,72,68,45,38,33,14,9,9,6,14,Forward
jovane-eduardo-borges-cabral,72,72,57,73,74,81,76,75,69,78,85,81,76,73,77,84,72,72,74.0,74,59,37,75,72,76,77,37,35,28,12,6,9,15,8,Forward
deniz-undav,67,82,66,72,80,74,74,66,62,78,69,67,68,74,82,79,66,68,77.0,77,73,18,83,78,74,80,25,37,29,9,12,9,11,13,Forward
alejandro-catena-marugan,39,38,76,72,29,35,42,31,65,63,65,66,60,72,52,50,83,78,78.0,32,74,74,33,53,44,65,77,79,77,9,9,14,8,11,Midfielder/Defender
jorge-de-frutos-sebastian,75,70,55,74,64,77,77,56,70,75,83,82,81,71,81,79,65,80,56.0,67,58,41,71,77,58,78,44,38,29,13,8,12,14,14,Midfielder/Defender
dwight-mcneil,77,66,59,76,57,80,77,74,71,79,73,68,76,75,76,68,68,77,64.0,66,57,46,73,75,62,76,57,57,48,6,14,14,12,14,Midfielder/Defender
luca-pellegrini,79,46,61,75,57,76,63,39,65,78,82,85,71,70,70,65,58,67,54.0,60,75,68,68,47,49,69,71,76,73,6,9,11,6,5,Midfielder/Defender
rayan-ait-nouri,75,42,62,71,39,78,72,58,66,76,78,76,74,70,76,46,57,74,56.0,44,65,72,62,67,42,69,73,77,74,15,11,8,14,12,Midfielder/Defender
cheick-doucoure,54,56,58,79,48,76,59,47,77,78,66,69,72,76,71,59,66,78,77.0,56,75,76,67,77,52,76,72,80,74,10,14,12,12,15,Midfielder/Defender
noah-okafor,66,76,63,72,68,76,71,63,64,74,93,93,87,76,66,74,78,76,83.0,72,53,20,75,68,66,63,38,25,20,14,14,11,6,5,Forward
curtis-jones,63,64,50,78,60,80,68,51,75,81,69,68,77,74,76,74,57,76,68.0,73,71,67,71,76,60,80,65,68,60,6,13,7,11,7,Midfielder/Defender
diego-rossi,71,70,44,75,73,78,76,55,58,77,86,84,89,70,84,73,60,79,48.0,71,41,26,78,74,60,72,42,25,28,11,14,15,14,13,Midfielder/Defender
perr-schuurs,69,57,73,74,52,66,68,71,75,72,58,75,57,74,36,84,73,75,77.0,70,70,80,44,68,57,68,75,80,78,10,13,9,7,6,Midfielder/Defender
jonas-wind,58,77,81,75,64,73,64,65,70,78,67,66,70,73,69,77,72,78,86.0,68,67,34,76,76,76,73,35,29,22,7,10,10,11,9,Forward
mauro-jaqueson-j-ferreira-santos,75,62,58,75,65,79,75,74,72,79,83,84,90,72,81,68,43,86,35.0,69,77,71,72,75,68,71,69,70,66,7,14,6,13,8,Midfielder/Defender
mikkel-damsgaard,63,70,51,73,48,82,66,82,70,80,87,79,88,68,87,71,72,69,56.0,72,64,45,72,76,47,74,52,46,40,6,10,14,11,7,Forward
youcef-belaili,75,71,38,72,73,81,82,59,67,80,78,80,75,69,79,81,44,68,70.0,75,67,29,69,71,67,78,24,24,21,14,10,8,12,11,Midfielder/Defender
nahuel-tenaglia,68,37,65,71,39,72,45,40,61,70,70,71,73,73,78,47,67,83,76.0,51,82,76,64,68,40,76,77,75,77,12,7,9,8,8,Midfielder/Defender
tyrick-mitchell,69,36,53,63,36,68,52,39,53,70,78,76,78,76,75,40,57,74,63.0,38,74,78,59,59,45,61,76,79,77,9,12,14,8,14,Midfielder/Defender
dejan-ljubicic,69,72,66,75,55,75,64,47,72,77,67,87,71,76,64,73,74,91,72.0,69,79,73,69,74,52,73,71,74,71,11,14,12,5,8,Midfielder/Defender
juan-miranda-gonzalez,79,49,72,76,35,76,62,68,61,76,76,76,73,72,63,75,73,68,61.0,67,67,70,68,54,44,62,67,77,76,11,8,12,9,6,Midfielder/Defender
martin-ojeda,68,76,59,73,72,76,80,72,70,74,83,83,81,72,83,81,48,80,59.0,76,47,41,74,83,72,67,27,27,33,7,15,5,13,10,Midfielder/Defender
roman-yaremchuk,69,76,75,75,72,70,52,54,68,77,73,83,68,76,56,77,76,75,76.0,71,68,39,78,72,67,67,38,48,34,14,15,13,7,13,Forward
ander-guevara-lajo,60,70,54,82,44,69,61,59,80,75,53,47,68,78,69,52,64,76,66.0,69,68,73,66,75,51,77,72,81,70,14,12,11,14,14,Midfielder/Defender
omar-alderete,56,54,78,66,47,62,52,41,64,65,61,65,61,70,60,63,82,73,80.0,57,80,78,62,49,45,59,75,80,74,7,13,14,13,15,Midfielder/Defender
andreas-skov-olsen,76,73,64,70,75,78,78,72,65,78,90,82,76,66,77,80,69,74,67.0,76,62,34,74,68,68,68,39,37,31,13,8,7,7,11,Forward
aaron-boupendza,64,77,68,69,74,81,76,73,62,77,85,84,87,70,75,81,82,81,74.0,74,65,20,77,66,74,71,22,24,20,10,10,14,9,7,Forward
alexis-mac-allister,79,77,61,77,73,75,83,81,76,78,73,66,71,74,72,76,64,70,63.0,80,51,45,77,77,77,74,65,54,51,7,10,14,15,10,Forward
boubakary-soumare,65,51,60,78,53,75,65,53,77,78,66,69,62,76,69,64,70,75,81.0,58,76,73,68,77,52,77,71,72,69,11,6,13,5,10,Midfielder/Defender
nicolo-casale,69,47,74,70,47,70,60,44,63,69,68,78,60,78,60,72,71,67,81.0,48,80,78,54,63,52,67,77,76,76,14,8,13,13,9,Midfielder/Defender
szymon-zurkowski,70,74,65,78,62,76,68,58,71,77,78,85,80,76,80,78,71,90,78.0,74,75,73,77,72,52,78,73,71,71,10,6,11,13,6,Midfielder/Defender
kai-wagner,75,36,66,74,42,70,62,66,68,70,77,78,72,65,69,74,85,81,76.0,53,76,67,65,56,30,69,76,78,74,14,13,13,13,14,Midfielder/Defender
pascal-struijk,42,31,73,75,34,62,42,32,73,72,57,60,50,73,54,62,74,74,78.0,30,76,79,44,56,55,74,76,77,76,14,8,8,10,14,Midfielder/Defender
oscar-rodriguez-arnaiz,66,77,45,79,65,79,78,86,77,78,60,58,64,76,70,72,53,59,56.0,82,48,70,75,78,57,74,47,62,48,12,7,9,11,7,Midfielder/Defender
emmanuel-dennis,67,77,75,65,69,76,62,62,58,75,90,85,89,79,80,82,94,68,70.0,68,68,13,75,54,56,69,38,45,27,13,7,11,11,13,Forward
chidera-ejuke,68,69,44,68,59,83,67,64,60,74,95,89,89,72,90,73,55,76,64.0,72,54,33,72,69,62,64,40,55,41,14,7,6,7,11,Midfielder/Defender
florin-nita,14,8,13,23,5,18,10,13,22,11,25,31,28,61,64,52,61,36,79.0,5,20,8,4,39,11,62,14,13,14,76,76,69,77,78,Goal Keeper
nicolas-dominguez,63,65,68,80,51,74,49,45,77,78,74,75,82,73,80,72,88,89,67.0,69,86,73,63,74,51,60,66,78,77,6,11,9,10,5,Midfielder/Defender
nedim-bajrami,61,68,54,79,58,79,70,64,72,79,76,76,78,70,70,74,63,72,63.0,60,67,56,75,78,69,68,58,62,64,14,6,10,7,9,Forward
arne-maier,64,57,49,82,43,76,49,44,77,77,64,74,68,76,72,72,57,78,77.0,66,55,70,69,78,38,74,71,73,65,14,10,10,8,7,Midfielder/Defender
enis-bardhi,77,74,51,76,78,78,87,87,73,78,77,66,84,73,85,84,42,73,40.0,80,62,62,75,76,80,82,57,59,54,12,13,8,12,6,Midfielder/Defender
keidi-bare,57,56,55,75,45,72,66,46,72,73,76,75,83,76,82,74,58,86,76.0,54,79,76,70,70,64,74,75,75,74,13,12,11,11,13,Midfielder/Defender
davidson-da-luz-pereira,72,77,63,72,64,79,80,69,61,79,82,80,85,76,80,83,74,89,67.0,76,72,32,77,73,71,80,40,40,41,9,7,8,9,8,Forward
justin-kluivert,70,71,56,71,67,81,72,58,59,76,88,88,86,69,82,79,60,68,60.0,75,60,25,72,73,66,72,43,32,27,5,6,14,7,12,Midfielder/Defender
facundo-medina,57,33,69,71,29,68,37,32,59,73,69,75,62,75,66,27,71,69,78.0,32,79,78,63,57,44,73,77,77,75,13,5,12,13,13,Midfielder/Defender
miguel-angelo-da-silva-rocha,58,55,67,80,48,77,75,68,80,79,48,45,59,75,55,81,79,77,74.0,71,81,71,66,78,56,75,72,71,67,7,5,11,5,6,Midfielder/Defender
robin-koch,40,27,76,74,29,60,31,28,71,70,53,69,62,75,55,56,66,68,76.0,42,73,78,52,64,38,74,78,78,76,9,6,15,8,6,Midfielder/Defender
esequiel-barco,71,68,33,74,53,83,75,69,68,75,91,78,90,70,90,72,33,70,41.0,74,60,33,70,71,75,80,28,40,39,7,7,5,10,7,Forward
marc-roca-junque,65,59,42,81,44,73,66,52,84,77,52,49,68,72,65,66,57,72,67.0,68,71,73,60,80,68,76,73,73,72,12,11,11,10,8,Midfielder/Defender
marcelino-moreno,67,70,49,73,57,78,77,63,75,77,90,85,85,69,90,73,54,82,52.0,71,64,57,73,76,65,77,51,53,50,8,9,15,8,12,Forward
carlos-rodriguez,63,72,50,80,50,77,64,61,75,77,78,77,86,73,74,66,65,83,62.0,62,62,70,72,76,62,80,66,70,62,12,15,11,8,10,Forward
lucas-robertone,71,72,68,75,60,77,82,75,73,78,87,83,90,71,79,81,90,87,61.0,73,84,68,69,75,69,68,60,76,78,7,15,11,14,14,Midfielder/Defender
christian-fassnacht,68,73,78,72,67,76,50,68,68,76,79,84,74,72,68,68,92,77,80.0,66,43,35,77,73,58,69,32,32,25,12,13,13,12,6,Midfielder/Defender
